workerId,ITEM_ID,ITEM_FUNCTION,ITEM_SUBGROUP,case,class,verb,comment,ANSWER,ANSWER_POSITION,OPTION_0_ITEM,OPTION_1_ITEM,OPTION_0_KEY_CONDITION,OPTION_1_KEY_CONDITION,date_time_begin,date_time_end,rt,trial_index
438,f51,filler,related,,,,BenO_dat,ObjSubj,below,"Selma hat erzählt, dass eine Haftstrafe einem Erpresser gedroht hat.","Selma hat erzählt, dass einem Erpresser eine Haftstrafe gedroht hat.",SubjObj,ObjSubj,17:30:19,17:30:26,7642,59
438,f11,control,related,,,,EO_prep,accept,below,"Nele hat berichtet, dass sich die Chefin über das Geschenk gefreut hat.","Nele hat berichtet, dass sich die Chefin um das Geschenk gefreut hat.",accept,*,17:30:26,17:30:30,3567,60
438,f52,filler,related,,,,BenO_dat,ObjSubj,above,"Julia hat erzählt, dass eine Niederlage einem Politiker angehaftet hat.","Julia hat erzählt, dass einem Politiker eine Niederlage angehaftet hat.",SubjObj,ObjSubj,17:30:30,17:30:37,6910,61
438,t02,test,,acc,EO,anwidern,test,ObjSubj,below,"David hat gehört, dass ein Spektakel einen Anwalt angewidert hat.","David hat gehört, dass einen Anwalt ein Spektakel angewidert hat.",SubjObj,ObjSubj,17:30:37,17:30:43,6398,62
438,f34,filler,related,,,,BenO_acc,SubjObj,above,"David hat gehört, dass ein Bremsassistent einen Autofahrer unterstützt hat.","David hat gehört, dass einen Autofahrer ein Bremsassistent unterstützt hat.",SubjObj,ObjSubj,17:30:43,17:30:47,4150,63
438,f53,filler,related,,,,BenO_acc,SubjObj,below,"Nele hat berichtet, dass ein Zufall einen Mann gerettet hat.","Nele hat berichtet, dass einen Mann ein Zufall gerettet hat.",SubjObj,ObjSubj,17:30:47,17:30:51,3650,64
438,f22,control,unrelated,,,,v2,accept,below,"Maurice hat behauptet, dass er einem Schauspieler ähnelt.","Maurice hat behauptet, dass er ähnelt einem Schauspieler.",accept,*,17:30:51,17:30:55,3519,65
438,f42,filler,related,,,,Unacc_dat,ObjSubj,below,"Sarah hat gehört, dass eine Zutat einem Bäcker ausgegangen ist.","Sarah hat gehört, dass einem Bäcker eine Zutat ausgegangen ist.",SubjObj,ObjSubj,17:30:55,17:30:59,4602,66
438,t10,test,,dat,EO,behagen,test,ObjSubj,above,"David hat gehört, dass eine Aufgabe einem Kletterer behagt hat.","David hat gehört, dass einem Kletterer eine Aufgabe behagt hat.",SubjObj,ObjSubj,17:30:59,17:31:06,6470,67
438,f47,filler,related,,,,refl_ES,accept,below,"Thorsten hat berichtet, dass sich die Kinder für französischen Rap interessieren.","Thorsten hat berichtet, dass die Kinder für französischen Rap sich interessieren.",accept,?,17:31:06,17:31:09,3647,68
438,t06,test,,acc,EO,ängstigen,test,SubjObj,above,"Sarah hat gehört, dass eine Livesendung einen Zuschauer geängstigt hat.","Sarah hat gehört, dass einen Zuschauer eine Livesendung geängstigt hat.",SubjObj,ObjSubj,17:31:09,17:31:15,5566,69
438,f50,filler,related,,,,BenO_acc,ObjSubj,below,"Sarah hat gehört, dass ein Fehler einen Turner begünstigt hat.","Sarah hat gehört, dass einen Turner ein Fehler begünstigt hat.",SubjObj,ObjSubj,17:31:15,17:31:22,6929,70
438,f26,control,unrelated,,,,pers_pron,accept,above,"Eva hat erzählt, dass sie ihn gestern getroffen hat.","Eva hat erzählt, dass ihn sie gestern getroffen hat.",accept,*,17:31:22,17:31:26,3875,71
438,f38,filler,related,,,,BenO_dat,ObjSubj,above,"David hat gehört, dass eine Affäre einem Politiker geschadet hat.","David hat gehört, dass einem Politiker eine Affäre geschadet hat.",SubjObj,ObjSubj,17:31:26,17:31:32,6739,72
438,f05,attention,related,,,,EO_perf_aux,accept,below,"Nora hat mitbekommen, dass der Fleck einen Bekannten gestört hat.","Nora hat mitbekommen, dass der Fleck einen Bekannten gestört ist.",accept,*,17:31:32,17:31:38,5287,73
438,t03,test,,acc,EO,ärgern,test,SubjObj,above,"Leon hat gesagt, dass ein Artikel einen Leser geärgert hat.","Leon hat gesagt, dass einen Leser ein Artikel geärgert hat.",SubjObj,ObjSubj,17:31:38,17:31:42,3962,74
438,f10,attention,unrelated,,,,weather_es,accept,below,"Maurice hat gesagt, dass es in Paderborn gestern gestürmt hat.","Maurice hat gesagt, dass in Paderborn gestern gestürmt hat.",accept,*,17:31:42,17:31:46,4250,75
438,f17,control,related,,,,EO_art,accept,above,"Leon hat erzählt, dass das bekannte Problem den Kanzlerkandidaten bedrückt hat.","Leon hat erzählt, dass die bekannte Problem den Kanzlerkandidaten bedrückt hat.",accept,*,17:31:46,17:31:50,4294,76
438,f40,filler,related,,,,BenO_dat,SubjObj,below,"Ali hat gesagt, dass ein Grenzwall einem König gedient hat.","Ali hat gesagt, dass einem König ein Grenzwall gedient hat.",SubjObj,ObjSubj,17:31:50,17:31:58,7850,77
438,t11,test,,dat,EO,einleuchten,test,ObjSubj,below,"Leon hat berichtet, dass ein Vorgehen einem Nachbarn eingeleuchtet hat.","Leon hat berichtet, dass einem Nachbarn ein Vorgehen eingeleuchtet hat.",SubjObj,ObjSubj,17:31:58,17:32:03,5062,78
438,f46,filler,related,,,,refl_ES,accept,above,"Anna hat erzählt, dass sich eine Geschäftspartnerin über die hiesigen Gepflogenheiten gewundert hat.","Anna hat erzählt, dass eine Geschäftspartnerin über die hiesigen Gepflogenheiten sich gewundert hat.",accept,?,17:32:03,17:32:07,3850,79
438,f13,control,related,,,,EO_cong,accept,above,"Ali hat mitbekommen, dass die Behandlung den Patienten aufgewühlt hat.","Ali hat mitbekommen, dass die Behandlung den Patienten aufgewühlt haben.",accept,*,17:32:07,17:32:13,5990,80
438,f02,attention,related,,,,EO_perf_aux,accept,below,"Eva hat gehört, dass dieser Kommentar einer Mitspielerin zugesetzt hat.","Eva hat gehört, dass dieser Kommentar einer Mitspielerin zugesetzt ist.",accept,*,17:32:13,17:32:17,4366,81
437,f29,calibration,related,,,,refl_ES,accept,below,"Julia hat erzählt, dass sich ihr Bruder für sein Verhalten geschämt hat.","Julia hat erzählt, dass ihr Bruder für sein Verhalten sich geschämt hat.",accept,?,17:26:07,17:26:20,12447,0
437,f27,calibration,related,,,,EO_perf_aux,accept,above,"Marek hat berichtet, dass der Film einen Kritiker gelangweilt hat.","Marek hat berichtet, dass der Film einen Kritiker gelangweilt ist.",accept,*,17:26:20,17:26:31,11474,1
437,f31,calibration,unrelated,,,,def,accept,below,"Sarah hat gehört, dass dem Nachbarn ein Paket gegeben wurde.","Sarah hat gehört, dass ein Paket dem Nachbarn gegeben wurde.",accept,?,17:26:31,17:27:01,30208,2
437,f32,calibration,unrelated,,,,v2,accept,below,"Jonas hat mitbekommen, dass gestern ein Lehrer verprügelt wurde.","Jonas hat mitbekommen, dass gestern wurde ein Lehrer verprügelt.",accept,*,17:27:01,17:27:12,10983,3
437,f28,calibration,related,,,,EO_perf_aux,accept,above,"Leon hat erwähnt, dass seiner Mutter die Entlassung zugesetzt hat.","Leon hat erwähnt, dass seiner Mutter die Entlassung zugesetzt ist.",accept,*,17:27:12,17:27:26,13889,4
437,f30,calibration,related,,,,def,accept,below,"Kira hat gesagt, dass den Stadtwerken ein hoher Betrag überwiesen wurde.","Kira hat gesagt, dass ein hoher Betrag den Stadtwerken überwiesen wurde.",accept,?,17:27:26,17:27:43,17209,5
437,t09,test,,dat,EO,auffallen,test,ObjSubj,above,"Julia hat erzählt, dass eine Entwicklung einem Besucher aufgefallen ist.","Julia hat erzählt, dass einem Besucher eine Entwicklung aufgefallen ist.",SubjObj,ObjSubj,17:27:43,17:27:57,14081,6
437,f40,filler,related,,,,BenO_dat,ObjSubj,above,"Ali hat gesagt, dass ein Grenzwall einem König gedient hat.","Ali hat gesagt, dass einem König ein Grenzwall gedient hat.",SubjObj,ObjSubj,17:27:57,17:28:09,12015,7
437,f07,attention,unrelated,,,,article_count,accept,above,"Julia hat angedeutet, dass ihr Chef einen älteren Herrn übers Ohr gehauen hat.","Julia hat angedeutet, dass ihr Chef älteren Herrn übers Ohr gehauen hat.",accept,*,17:28:09,17:28:24,14541,8
437,t07,test,,acc,EO,nerven,test,SubjObj,above,"Nele hat berichtet, dass eine Karikatur einen Politiker genervt hat.","Nele hat berichtet, dass einen Politiker eine Karikatur genervt hat.",SubjObj,ObjSubj,17:28:24,17:28:39,15114,9
437,f60,filler,unrelated,,,,pers_pron,accept_SO,above,"Kira hat gehört, dass sie es ihm endlich zugeschickt haben.","Kira hat gehört, dass es sie ihm endlich zugeschickt haben.",accept_SO,*_OS,17:28:39,17:29:15,35484,10
437,t14,test,,dat,EO,missfallen,test,SubjObj,below,"Sarah hat gehört, dass eine Aussage einem General missfallen hat.","Sarah hat gehört, dass einem General eine Aussage missfallen hat.",SubjObj,ObjSubj,17:29:15,17:29:25,10852,11
437,f46,filler,related,,,,refl_ES,accept,above,"Anna hat erzählt, dass sich eine Geschäftspartnerin über die hiesigen Gepflogenheiten gewundert hat.","Anna hat erzählt, dass eine Geschäftspartnerin über die hiesigen Gepflogenheiten sich gewundert hat.",accept,?,17:29:25,17:29:44,18086,12
437,f50,filler,related,,,,BenO_acc,SubjObj,below,"Sarah hat gehört, dass ein Fehler einen Turner begünstigt hat.","Sarah hat gehört, dass einen Turner ein Fehler begünstigt hat.",SubjObj,ObjSubj,17:29:44,17:29:53,9171,13
437,f36,filler,related,,,,BenO_acc,SubjObj,above,"Marek hat berichtet, dass ein Schneesturm einen Springer behindert hat.","Marek hat berichtet, dass einen Springer ein Schneesturm behindert hat.",SubjObj,ObjSubj,17:29:53,17:30:04,10845,14
437,t08,test,,acc,EO,verärgern,test,SubjObj,below,"Anna hat gesagt, dass ein Verfahren einen Richter verärgert hat.","Anna hat gesagt, dass einen Richter ein Verfahren verärgert hat.",SubjObj,ObjSubj,17:30:04,17:30:25,21606,15
437,f35,filler,related,,,,BenO_acc,ObjSubj,above,"Leon hat gesagt, dass ein Bilanzskandal einen Aktionär geschädigt hat.","Leon hat gesagt, dass einen Aktionär ein Bilanzskandal geschädigt hat.",SubjObj,ObjSubj,17:30:25,17:30:47,21790,16
437,f44,filler,related,,,,Unacc_dat,SubjObj,above,"Leon hat berichtet, dass ein Tank einem Nachbarn übergelaufen ist.","Leon hat berichtet, dass einem Nachbarn ein Tank übergelaufen ist.",SubjObj,ObjSubj,17:30:47,17:31:02,14676,17
437,t13,test,,dat,EO,imponieren,test,SubjObj,below,"Selma hat erzählt, dass ein Angebot einem Kunden imponiert hat.","Selma hat erzählt, dass einem Kunden ein Angebot imponiert hat.",SubjObj,ObjSubj,17:31:02,17:31:15,12850,18
437,f37,filler,related,,,,BenO_dat,SubjObj,below,"Julia hat erzählt, dass ein Medikament einem Patienten geholfen hat.","Julia hat erzählt, dass einem Patienten ein Medikament geholfen hat.",SubjObj,ObjSubj,17:31:15,17:31:23,8758,19
437,f06,attention,unrelated,,,,article_count,accept,below,"Maurice hat gesagt, dass der Mond aufgegangen ist.","Maurice hat gesagt, dass Mond aufgegangen ist.",accept,*,17:31:23,17:31:31,7543,20
437,f33,filler,related,,,,BenO_acc,SubjObj,above,"Jonas hat erzählt, dass ein Zwischenfall einen Beamten beeinträchtigt hat.","Jonas hat erzählt, dass einen Beamten ein Zwischenfall beeinträchtigt hat.",SubjObj,ObjSubj,17:31:31,17:31:49,17740,21
437,t11,test,,dat,EO,einleuchten,test,ObjSubj,above,"Leon hat berichtet, dass ein Vorgehen einem Nachbarn eingeleuchtet hat.","Leon hat berichtet, dass einem Nachbarn ein Vorgehen eingeleuchtet hat.",SubjObj,ObjSubj,17:31:49,17:32:05,16823,22
437,f55,filler,related,,,,BenO_dat,ObjSubj,below,"Nele hat berichtet, dass ein Denkmal einem Staatsmann gegolten hat.","Nele hat berichtet, dass einem Staatsmann ein Denkmal gegolten hat.",SubjObj,ObjSubj,17:32:05,17:32:24,18543,23
437,t06,test,,acc,EO,ängstigen,test,SubjObj,below,"Sarah hat gehört, dass eine Livesendung einen Zuschauer geängstigt hat.","Sarah hat gehört, dass einen Zuschauer eine Livesendung geängstigt hat.",SubjObj,ObjSubj,17:32:24,17:32:34,10127,24
437,f56,filler,unrelated,,,,weather_es,accept,above,"Nadja hat gesagt, dass es gestern gehagelt hat.","Nadja hat gesagt, dass gestern gehagelt hat.",accept,*,17:32:34,17:32:44,9930,25
437,f01,attention,related,,,,EO_perf_aux,accept,above,"Sarah hat erzählt, dass das Kompliment einem Studenten geschmeichelt hat.","Sarah hat erzählt, dass das Kompliment einem Studenten geschmeichelt ist.",accept,*,17:32:44,17:32:54,10353,26
437,f62,filler,related,,,,BenO_dat,SubjObj,below,"Sarah hat gehört, dass eine App einem Nutzer assistiert hat.","Sarah hat gehört, dass einem Nutzer eine App assistiert hat.",SubjObj,ObjSubj,17:32:54,17:33:09,14379,27
437,f19,control,unrelated,,,,article_count,accept,below,"Nora hat gehört, dass sich ihr Chef in eine Beraterin verliebt hat.","Nora hat gehört, dass sich ihr Chef in Beraterin verliebt hat.",accept,*,17:33:09,17:33:16,6896,28
437,f43,filler,related,,,,Unacc_dat,ObjSubj,below,"Anna hat gesagt, dass ein Joghurt einem Mitbewohner verschimmelt ist.","Anna hat gesagt, dass einem Mitbewohner ein Joghurt verschimmelt ist.",SubjObj,ObjSubj,17:33:16,17:33:24,8477,29
437,f26,control,unrelated,,,,pers_pron,accept,below,"Eva hat erzählt, dass sie ihn gestern getroffen hat.","Eva hat erzählt, dass ihn sie gestern getroffen hat.",accept,*,17:33:24,17:33:36,11720,30
437,f09,attention,unrelated,,,,weather_es,accept,above,"Anna hat gehört, dass es in der Atacama-Wüste geregnet hat.","Anna hat gehört, dass in der Atacama-Wüste geregnet hat.",accept,*,17:33:36,17:33:50,14474,31
437,t03,test,,acc,EO,ärgern,test,SubjObj,below,"Leon hat gesagt, dass ein Artikel einen Leser geärgert hat.","Leon hat gesagt, dass einen Leser ein Artikel geärgert hat.",SubjObj,ObjSubj,17:33:50,17:34:02,11297,32
437,f57,filler,unrelated,,,,pers_pron,accept_SO,below,"David hat erzählt, dass er es gehört hat.","David hat erzählt, dass es er gehört hat.",accept_SO,*_OS,17:34:02,17:34:10,8343,33
437,f48,filler,related,,,,refl_ES,accept,above,"David hat mitbekommen, dass sich der Betreuer wieder erschreckt hat.","David hat mitbekommen, dass der Betreuer wieder sich erschreckt hat.",accept,?,17:34:10,17:34:23,13513,34
437,t10,test,,dat,EO,behagen,test,ObjSubj,below,"David hat gehört, dass eine Aufgabe einem Kletterer behagt hat.","David hat gehört, dass einem Kletterer eine Aufgabe behagt hat.",SubjObj,ObjSubj,17:34:23,17:34:39,16058,35
437,f10,attention,unrelated,,,,weather_es,accept,above,"Maurice hat gesagt, dass es in Paderborn gestern gestürmt hat.","Maurice hat gesagt, dass in Paderborn gestern gestürmt hat.",accept,*,17:34:39,17:34:48,8698,36
437,f12,control,related,,,,EO_prep,accept,above,"David hat erzählt, dass sich der Trainer über sein Missgeschick amüsiert hat.","David hat erzählt, dass sich der Trainer um sein Missgeschick amüsiert hat.",accept,*,17:34:48,17:35:03,14610,37
437,f38,filler,related,,,,BenO_dat,SubjObj,above,"David hat gehört, dass eine Affäre einem Politiker geschadet hat.","David hat gehört, dass einem Politiker eine Affäre geschadet hat.",SubjObj,ObjSubj,17:35:03,17:35:20,17186,38
437,f25,control,unrelated,,,,pers_pron,accept,below,"Simon hat gehört, dass sie ihm etwas zugerufen hat.","Simon hat gehört, dass ihm sie etwas zugerufen hat.",accept,*,17:35:20,17:35:29,9354,39
437,f41,filler,related,,,,Unacc_dat,ObjSubj,above,"David hat erzählt, dass ein Pullover einem Freund eingelaufen ist.","David hat erzählt, dass einem Freund ein Pullover eingelaufen ist.",SubjObj,ObjSubj,17:35:29,17:35:39,9294,40
437,t01,test,,acc,EO,interessieren,test,ObjSubj,above,"Jonas hat erzählt, dass ein Piratenfilm einen Besucher interessiert hat.","Jonas hat erzählt, dass einen Besucher ein Piratenfilm interessiert hat.",SubjObj,ObjSubj,17:35:39,17:35:56,17022,41
437,f63,filler,unrelated,,,,def,accept,below,"Anna hat gehört, dass dem Mann ein Bild gezeigt wurde.","Anna hat gehört, dass ein Bild dem Mann gezeigt wurde.",accept,?,17:35:56,17:36:06,9964,42
437,f02,attention,related,,,,EO_perf_aux,accept,above,"Eva hat gehört, dass dieser Kommentar einer Mitspielerin zugesetzt hat.","Eva hat gehört, dass dieser Kommentar einer Mitspielerin zugesetzt ist.",accept,*,17:36:06,17:36:16,10740,43
437,f14,control,related,,,,EO_cong,accept,below,"Marek hat gehört, dass ein Kompliment einen Mitspieler erheitert hat.","Marek hat gehört, dass ein Kompliment einen Mitspieler erheitert haben.",accept,*,17:36:16,17:36:34,17659,44
437,f52,filler,related,,,,BenO_dat,SubjObj,below,"Julia hat erzählt, dass eine Niederlage einem Politiker angehaftet hat.","Julia hat erzählt, dass einem Politiker eine Niederlage angehaftet hat.",SubjObj,ObjSubj,17:36:34,17:36:43,8778,45
437,t12,test,,dat,EO,gefallen,test,SubjObj,below,"Ali hat gesagt, dass ein Selbstporträt einem Maler gefallen hat.","Ali hat gesagt, dass einem Maler ein Selbstporträt gefallen hat.",SubjObj,ObjSubj,17:36:43,17:36:57,13746,46
437,f47,filler,related,,,,refl_ES,accept,above,"Thorsten hat berichtet, dass sich die Kinder für französischen Rap interessieren.","Thorsten hat berichtet, dass die Kinder für französischen Rap sich interessieren.",accept,?,17:36:57,17:37:10,13548,47
437,f17,control,related,,,,EO_art,accept,below,"Leon hat erzählt, dass das bekannte Problem den Kanzlerkandidaten bedrückt hat.","Leon hat erzählt, dass die bekannte Problem den Kanzlerkandidaten bedrückt hat.",accept,*,17:37:10,17:37:19,9321,48
437,f54,filler,related,,,,BenO_acc,SubjObj,below,"Anna hat gesagt, dass ein Sicherheitsgurt einen Autofahrer geschützt hat.","Anna hat gesagt, dass einen Autofahrer ein Sicherheitsgurt geschützt hat.",SubjObj,ObjSubj,17:37:19,17:37:28,8253,49
437,t02,test,,acc,EO,anwidern,test,SubjObj,below,"David hat gehört, dass ein Spektakel einen Anwalt angewidert hat.","David hat gehört, dass einen Anwalt ein Spektakel angewidert hat.",SubjObj,ObjSubj,17:37:28,17:37:37,9515,50
437,f65,filler,unrelated,,,,def,accept,above,"Julia hat gesagt, dass dem Kind ein Spielzeug gegeben wurde.","Julia hat gesagt, dass ein Spielzeug dem Kind gegeben wurde.",accept,?,17:37:37,17:37:52,14848,51
437,t16,test,,dat,EO,widerstreben,test,SubjObj,above,"Anna hat gesagt, dass ein Ritual einem Priester widerstrebt hat.","Anna hat gesagt, dass einem Priester ein Ritual widerstrebt hat.",SubjObj,ObjSubj,17:37:52,17:38:07,14761,52
437,f34,filler,related,,,,BenO_acc,SubjObj,below,"David hat gehört, dass ein Bremsassistent einen Autofahrer unterstützt hat.","David hat gehört, dass einen Autofahrer ein Bremsassistent unterstützt hat.",SubjObj,ObjSubj,17:38:07,17:38:19,11944,53
437,f24,control,unrelated,,,,pers_pron,accept,below,"Sarah hat erzählt, dass er ihr ein Handtuch gegeben hat.","Sarah hat erzählt, dass ihr er ein Handtuch gegeben hat.",accept,*,17:38:19,17:38:35,16134,54
437,f03,attention,related,,,,EO_perf_aux,accept,below,"Ali hat mitbekommen, dass die Verletzung einen Mitspieler schockiert hat.","Ali hat mitbekommen, dass die Verletzung einen Mitspieler schockiert ist.",accept,*,17:38:35,17:38:41,6036,55
437,f23,control,unrelated,,,,v2,accept,above,"Kira hat gemeint, dass ein Mitschüler gestern geschlafen hat.","Kira hat gemeint, dass ein Mitschüler hat gestern geschlafen.",accept,*,17:38:41,17:38:53,12078,56
437,f53,filler,related,,,,BenO_acc,SubjObj,below,"Nele hat berichtet, dass ein Zufall einen Mann gerettet hat.","Nele hat berichtet, dass einen Mann ein Zufall gerettet hat.",SubjObj,ObjSubj,17:38:53,17:39:08,14823,57
437,t15,test,,dat,EO,nahegehen,test,ObjSubj,below,"Nele hat berichtet, dass ein Missgeschick einem Kollegen nahegegangen ist.","Nele hat berichtet, dass einem Kollegen ein Missgeschick nahegegangen ist.",SubjObj,ObjSubj,17:39:08,17:39:16,8312,58
437,f58,filler,unrelated,,,,pers_pron,accept_SO,below,"Jonas hat erzählt, dass er es vorbereitet hat.","Jonas hat erzählt, dass es er vorbereitet hat.",accept_SO,*_OS,17:39:16,17:39:22,5371,59
437,f15,control,related,,,,EO_art,accept,above,"Maryam hat gesagt, dass der Mantel die Kollegin begeistert hat.","Maryam hat gesagt, dass der Mantel den Kollegin begeistert hat.",accept,*,17:39:22,17:39:33,11519,60
437,f04,attention,related,,,,EO_perf_aux,*,above,"Tina hat erzählt, dass eine Beleidigung einem Künstler leidgetan hat.","Tina hat erzählt, dass eine Beleidigung einem Künstler leidgetan ist.",accept,*,17:39:33,17:39:58,24479,61
437,f20,control,unrelated,,,,article_count,accept,above,"Marek hat mitbekommen, dass sich eine Kollegin abfällig über eine Verwandte geäußert hat.","Marek hat mitbekommen, dass sich Kollegin abfällig über eine Verwandte geäußert hat.",accept,*,17:39:58,17:40:12,14518,62
437,f51,filler,related,,,,BenO_dat,ObjSubj,below,"Selma hat erzählt, dass eine Haftstrafe einem Erpresser gedroht hat.","Selma hat erzählt, dass einem Erpresser eine Haftstrafe gedroht hat.",SubjObj,ObjSubj,17:40:12,17:40:27,14672,63
437,f13,control,related,,,,EO_cong,accept,below,"Ali hat mitbekommen, dass die Behandlung den Patienten aufgewühlt hat.","Ali hat mitbekommen, dass die Behandlung den Patienten aufgewühlt haben.",accept,*,17:40:27,17:40:46,19719,64
437,f08,attention,unrelated,,,,weather_es,accept,below,"Marek hat erzählt, dass es in Österreich geschneit hat.","Marek hat erzählt, dass in Österreich geschneit hat.",accept,*,17:40:46,17:40:52,5149,65
437,f18,control,related,,,,EO_art,accept,above,"Ali hat berichtet, dass diese Enthüllung einen Journalisten schockiert hat.","Ali hat berichtet, dass diese Enthüllung einer Journalisten schockiert hat.",accept,*,17:40:52,17:41:10,18637,66
437,f64,filler,unrelated,,,,def,accept,below,"Leon hat erzählt, dass dem Hausmeister eine Torte geschenkt wurde.","Leon hat erzählt, dass eine Torte dem Hausmeister geschenkt wurde.",accept,?,17:41:10,17:41:16,6255,67
437,f16,control,related,,,,EO_art,accept,below,"Kira hat gehört, dass die Route eine Bergsteigerin frustriert hat.","Kira hat gehört, dass die Route einem Bergsteigerin frustriert hat.",accept,*,17:41:16,17:41:25,8418,68
437,f66,filler,unrelated,,,,Action_perf_aux,accept,above,"Nele hat gesagt, dass ihre Tochter das Loch gebohrt hat.","Nele hat gesagt, dass ihre Tochter das Loch gebohrt ist.",accept,*,17:41:25,17:41:33,8028,69
437,f22,control,unrelated,,,,v2,accept,above,"Maurice hat behauptet, dass er einem Schauspieler ähnelt.","Maurice hat behauptet, dass er ähnelt einem Schauspieler.",accept,*,17:41:33,17:41:40,7330,70
437,f59,filler,unrelated,,,,pers_pron,accept_SO,below,"Ali hat erzählt, dass er ihnen ein Eis spendiert hat.","Ali hat erzählt, dass ihnen er ein Eis spendiert hat.",accept_SO,*_OS,17:41:40,17:41:46,5690,71
437,t04,test,,acc,EO,verblüffen,test,ObjSubj,below,"Marek hat berichtet, dass ein Resultat einen Forscher verblüfft hat.","Marek hat berichtet, dass einen Forscher ein Resultat verblüfft hat.",SubjObj,ObjSubj,17:41:46,17:42:00,13948,72
437,f42,filler,related,,,,Unacc_dat,ObjSubj,above,"Sarah hat gehört, dass eine Zutat einem Bäcker ausgegangen ist.","Sarah hat gehört, dass einem Bäcker eine Zutat ausgegangen ist.",SubjObj,ObjSubj,17:42:00,17:42:13,13329,73
437,f21,control,unrelated,,,,v2,accept,below,"Maryam hat erzählt, dass sie einem Bedürftigen Geld zukommen lässt.","Maryam hat erzählt, dass sie lässt einem Bedürftigen Geld zukommen.",accept,*,17:42:13,17:42:20,7236,74
437,f49,filler,related,,,,BenO_acc,SubjObj,above,"Eva hat erzählt, dass ein Warnstreik einen Bürger eingeschränkt hat.","Eva hat erzählt, dass einen Bürger ein Warnstreik eingeschränkt hat.",SubjObj,ObjSubj,17:42:20,17:42:36,15911,75
437,t05,test,,acc,EO,bezaubern,test,ObjSubj,below,"Eva hat erzählt, dass ein Holzspielzeug einen Jungen bezaubert hat.","Eva hat erzählt, dass einen Jungen ein Holzspielzeug bezaubert hat.",SubjObj,ObjSubj,17:42:36,17:42:50,13403,76
437,f05,attention,related,,,,EO_perf_aux,accept,above,"Nora hat mitbekommen, dass der Fleck einen Bekannten gestört hat.","Nora hat mitbekommen, dass der Fleck einen Bekannten gestört ist.",accept,*,17:42:50,17:42:58,7747,77
437,f45,filler,related,,,,refl_ES,accept,below,"Nadja hat gehört, dass sich ihre Mutter über das Geschenk gefreut hat.","Nadja hat gehört, dass ihre Mutter über das Geschenk sich gefreut hat.",accept,?,17:42:58,17:43:05,7968,78
437,f11,control,related,,,,EO_prep,accept,below,"Nele hat berichtet, dass sich die Chefin über das Geschenk gefreut hat.","Nele hat berichtet, dass sich die Chefin um das Geschenk gefreut hat.",accept,*,17:43:05,17:43:13,7337,79
437,f61,filler,unrelated,,,,pers_pron,accept_SO,below,"Selma hat gesehen, dass er es in den Briefkasten geworfen hat.","Selma hat gesehen, dass es er in den Briefkasten geworfen hat.",accept_SO,*_OS,17:43:13,17:43:22,9235,80
437,f39,filler,related,,,,BenO_dat,SubjObj,below,"Leon hat berichtet, dass eine Erkenntnis einem Bekannten genützt hat.","Leon hat berichtet, dass einem Bekannten eine Erkenntnis genützt hat.",SubjObj,ObjSubj,17:43:22,17:43:32,9445,81
436,f29,calibration,related,,,,refl_ES,accept,above,"Julia hat erzählt, dass sich ihr Bruder für sein Verhalten geschämt hat.","Julia hat erzählt, dass ihr Bruder für sein Verhalten sich geschämt hat.",accept,?,17:25:22,17:25:32,9306,0
436,f28,calibration,related,,,,EO_perf_aux,accept,above,"Leon hat erwähnt, dass seiner Mutter die Entlassung zugesetzt hat.","Leon hat erwähnt, dass seiner Mutter die Entlassung zugesetzt ist.",accept,*,17:25:32,17:25:44,12703,1
436,f32,calibration,unrelated,,,,v2,accept,above,"Jonas hat mitbekommen, dass gestern ein Lehrer verprügelt wurde.","Jonas hat mitbekommen, dass gestern wurde ein Lehrer verprügelt.",accept,*,17:25:44,17:25:51,6182,2
436,f31,calibration,unrelated,,,,def,accept,above,"Sarah hat gehört, dass dem Nachbarn ein Paket gegeben wurde.","Sarah hat gehört, dass ein Paket dem Nachbarn gegeben wurde.",accept,?,17:25:51,17:26:01,10064,3
436,f30,calibration,related,,,,def,accept,above,"Kira hat gesagt, dass den Stadtwerken ein hoher Betrag überwiesen wurde.","Kira hat gesagt, dass ein hoher Betrag den Stadtwerken überwiesen wurde.",accept,?,17:26:01,17:26:35,34720,4
436,f27,calibration,related,,,,EO_perf_aux,accept,above,"Marek hat berichtet, dass der Film einen Kritiker gelangweilt hat.","Marek hat berichtet, dass der Film einen Kritiker gelangweilt ist.",accept,*,17:26:35,17:26:48,12911,5
436,f34,filler,related,,,,BenO_acc,SubjObj,below,"David hat gehört, dass ein Bremsassistent einen Autofahrer unterstützt hat.","David hat gehört, dass einen Autofahrer ein Bremsassistent unterstützt hat.",SubjObj,ObjSubj,17:26:48,17:27:21,32958,6
436,f59,filler,unrelated,,,,pers_pron,accept_SO,below,"Ali hat erzählt, dass er ihnen ein Eis spendiert hat.","Ali hat erzählt, dass ihnen er ein Eis spendiert hat.",accept_SO,*_OS,17:27:21,17:27:30,8944,7
436,f35,filler,related,,,,BenO_acc,SubjObj,above,"Leon hat gesagt, dass ein Bilanzskandal einen Aktionär geschädigt hat.","Leon hat gesagt, dass einen Aktionär ein Bilanzskandal geschädigt hat.",SubjObj,ObjSubj,17:27:30,17:28:20,49799,8
